Age,Gender,Weight (kg),Height (m),Workout_Type,Session_Duration (hours),Max_BPM,Avg_BPM,Resting_BPM,Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
55,Male,118.6,1.72,Strength,0.77,163,168,67,640,25.9,2.6,3,1,40.09
52,Male,84.8,1.85,Cardio,1.19,189,152,50,895,23.4,3.2,2,1,24.78
47,Male,80,1.77,HIIT,0.72,171,149,68,531,28.2,3.5,3,1,25.54
48,Male,73.1,1.83,Yoga,1.05,194,131,71,681,28,2.8,4,2,21.83
22,Male,117.3,1.68,Yoga,1.24,172,134,57,914,28.5,2.7,3,2,41.56
31,Female,77.4,1.71,Cardio,1.26,190,137,52,863,26.2,1.8,4,2,26.47
28,Female,72.9,1.67,Cardio,1.13,197,147,74,831,34.7,2.2,3,2,26.14
26,Female,71.2,1.5,Cardio,1.15,182,142,54,816,34.6,2.6,2,1,31.64
51,Male,88.2,1.62,Cardio,1.56,163,133,72,1027,11.8,3.5,4,3,33.61
29,Female,75.6,1.8,Yoga,1.31,175,149,57,976,25.7,1.9,4,2,23.33
52,Female,57.9,1.56,HIIT,1.66,166,152,68,1135,15.8,2.7,4,3,23.79
52,Female,70.6,1.58,HIIT,1.02,181,164,67,753,34.9,2,3,2,28.28
18,Male,118.6,1.64,Cardio,0.94,188,134,67,693,25.6,2.7,3,1,44.1
57,Male,55.7,1.99,Strength,1.13,170,126,70,705,23.6,3,3,2,14.07
39,Male,102.3,1.94,Yoga,0.89,192,134,50,656,22.9,2.4,3,1,27.18
46,Male,72.6,1.87,HIIT,1.31,188,161,64,1044,22.6,3.4,4,2,20.76
25,Female,63.8,1.68,Cardio,0.95,198,165,67,784,31.6,1.9,2,1,22.6
28,Female,67.3,1.67,Strength,0.61,171,157,74,479,29.2,2.3,3,1,24.13
58,Female,59.3,1.58,Strength,1.97,166,165,56,1463,19.8,2.7,4,3,23.75
54,Female,70.7,1.57,Cardio,1.14,198,163,65,836,31.8,2.1,3,1,28.68
31,Male,86.9,1.69,Yoga,1.72,185,130,65,1230,14,3.5,4,3,30.43
47,Male,98.2,1.9,HIIT,0.76,199,148,64,557,22.9,3,3,1,27.2
52,Male,63.6,1.62,Strength,1.3,168,150,55,965,20.8,2.3,4,2,24.23
38,Female,45.2,1.68,HIIT,1.01,193,144,58,727,29.9,2.4,3,2,16.01
54,Male,117.2,1.62,HIIT,1.04,172,143,56,736,23.1,2.3,4,2,44.66
22,Male,107.4,1.74,Strength,1.34,195,138,63,1017,22,2.2,2,1,35.47
36,Female,59.1,1.78,Cardio,0.85,184,121,60,514,34.5,2.2,2,1,18.65
31,Female,53.3,1.64,Strength,0.57,183,141,70,402,29.4,2.4,3,1,19.82
43,Male,46.2,1.63,Strength,1.18,176,139,65,812,21.7,2.1,2,1,17.39
21,Male,67,1.61,Yoga,1.32,161,152,74,1104,22,2.1,3,2,25.85
42,Male,86.3,1.77,HIIT,1.77,172,127,55,1113,11.4,3.5,4,3,27.55
59,Male,85.5,1.67,Cardio,1.99,190,144,71,1418,15,3.5,5,3,30.66
42,Male,70.2,1.87,HIIT,1.38,188,165,65,1127,22.7,3.4,3,2,20.07
35,Male,127.1,1.62,Strength,1.02,187,128,69,718,23.3,3.4,4,2,48.43
57,Female,75.6,1.67,Cardio,1.05,186,153,65,723,31.6,1.8,3,2,27.11
25,Female,62.6,1.65,Cardio,1.2,174,142,61,852,27.9,2.2,3,1,22.99
56,Female,55.7,1.53,Cardio,1.91,190,124,66,1066,16.1,2.7,5,3,23.79
57,Male,96.1,1.74,Cardio,1.21,199,144,54,862,21.6,2.8,3,2,31.74
31,Female,76.7,1.62,Yoga,1.39,174,127,74,883,28.1,2.3,4,2,29.23
49,Male,57.2,1.89,Cardio,1.14,192,135,62,762,21.1,3.5,2,1,16.01
55,Male,69.9,1.81,Strength,1.2,179,167,57,992,20.2,2.1,4,2,21.34
50,Female,67.9,1.77,Yoga,1.03,171,164,73,760,33,2.4,3,2,21.67
40,Male,87.9,1.87,Strength,1.96,196,134,54,1445,10.7,3.5,5,3,25.14
32,Male,102.8,1.98,Strength,1.24,168,120,61,818,27.8,2.8,3,2,26.22
50,Female,51.8,1.5,HIIT,1.32,182,141,58,838,33,2.2,3,1,23.02
42,Female,57.7,1.57,Cardio,1.83,167,122,52,1005,17.7,2.7,4,3,23.41
34,Female,66.5,1.69,Cardio,0.81,191,157,52,636,28.1,2.3,3,1,23.28
50,Male,95.4,1.61,Strength,1.16,173,133,50,764,21.5,3.6,4,2,36.8
19,Female,69.2,1.6,Cardio,1.17,186,155,74,907,32.4,1.6,3,1,27.03
31,Female,66.6,1.67,Yoga,1.02,184,137,71,699,31,1.5,4,2,23.88
57,Male,83.4,1.65,HIIT,1.57,172,166,67,1290,13.3,3.5,4,3,30.63
57,Female,43.8,1.75,Cardio,1.39,180,160,73,1001,25.1,1.7,2,1,14.3
56,Female,64.2,1.69,Cardio,1.99,190,137,61,1227,19.6,2.7,5,3,22.48
23,Female,44.1,1.62,Yoga,0.58,196,122,58,354,25.7,2.7,2,1,16.8
23,Male,87.3,1.91,HIIT,1.87,164,129,58,1327,11.8,3.5,5,3,23.93
20,Male,55,1.6,Yoga,1.12,172,168,67,1035,24,3.2,4,2,21.48
24,Male,87.1,1.74,Strength,1.57,187,158,67,1364,10,3.5,4,3,28.77
25,Male,66.6,1.61,Strength,1.38,184,166,56,1260,25,3,2,1,25.69
59,Female,60.4,1.76,Cardio,1.72,194,120,53,929,18.8,2.7,5,3,19.5
32,Male,126.4,1.83,HIIT,1.1,198,146,62,883,28.2,2.1,3,2,37.74
46,Male,88.7,1.63,Strength,0.75,166,146,66,542,28.8,3.5,2,1,33.38
